model,dtype,xpu,cap,bw,sys_opb,pim_num,pim_core_num,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,128,1920,4,17179082112.0,3457033220.8025007,53861416960.00275,30.97191014917061,0.4769600224624457,28.60165034479121,0.0,0.15898667415414852,0.6968997415384617,1.0374133662243437,33.00419685966681,27.298749015111547,4.960841323631546,0.0,0.7113692894151973,1.2735495044222698,0.39824298750524645,3.2890488317043087,0.0,0.0,0.03323723150357995,0.2670194974915403,0.4443497919235991,479933397.15595734,406401349.7959843,39388708.86400364,20649397.45279834,5219376.168959718,8252754.493440881,370566338.96961665,73448806.1542469,35413399.3883077,3565.1584000000003,421611.43808,57865.666560003316,21810.380800001578
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,128,1920,8,21473262336.0,6914066441.605001,107722833920.0055,59.78839652825777,0.7154400336936685,55.805530267807264,0.0,0.23848001123122284,1.3937994830769234,1.6351467324486872,34.00424549525551,27.95216393538201,5.26782851803357,0.0,0.7177785788303398,1.2752056156113754,0.3990192896251577,3.5936036127969873,0.0,0.0,0.0664744630071599,0.2687589949830911,0.4490195838472908,543645556.8604908,450007499.85956216,41844054.42560245,24806120.488960687,10438752.337919436,16505508.986881763,371078295.71589136,93471574.58944242,78085981.26749608,7130.3168000000005,843222.87616,115731.33312000663,43620.761600003156
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,128,1920,16,30061622784.0,13828132883.210003,215445667840.011,115.0941267740692,1.1924000561561139,107.88604760147649,0.0,0.3974666853853714,2.7875989661538467,2.8306134648973744,37.000952573573436,30.561853015111073,5.575553474790733,0.0,0.7305971576606969,1.2785178379896265,0.48068627263794744,3.8163493641627735,0.0,0.0,0.1329489260143198,0.27223798996621595,0.4583591676945321,689406916.5152856,558996169.5123233,43315416.26879059,33119566.56127994,20877504.675838873,33011017.973763525,372102209.208376,130077782.17984733,185207514.5516675,14260.633600000001,1686445.75232,231462.66624001326,87241.52320000631
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1024,1024,1,13958446944.0,13444601621.77126,13702529023.999527,71.35564729934256,7.433597243076925,55.805530267807264,0.0,5.087573572932753,1.3937994830769234,1.6351467324486872,32.52934458942446,27.093824000000414,4.7172274794805285,0.0,0.7065623223537792,1.1927882072160407,0.39766076091534935,3.12677851134912,0.0,0.0,0.011730787589498807,0.26571487437288477,0.44084744798089814,434482039.9087171,378770949.30259925,34805383.16800073,17531855.175681714,1304844.0422399787,2063555.6249601815,370182371.4098945,55689913.30303832,8483175.033179138,1258.2912000000001,105402.85952000222,14466.41664000042,5452.595200000072
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1024,1024,4,17179082112.0,53778406487.08504,54810116095.99811,249.93385719094462,14.86719448615385,214.09477069682282,0.0,10.175147145865505,5.5751979323076934,5.22154692979475,33.01804576340486,27.298911999999373,4.960841323631938,0.0,0.7113692894151462,1.273549504422272,0.39824298750525433,3.289048831704177,0.0,0.0,0.04692315035799523,0.2670194974915516,0.44434979192364216,480603070.321242,407069554.9549047,39388708.863998994,20649397.45279798,5219376.168959915,8254222.499840726,370566338.9696279,73448806.15424421,36081604.54718381,5033.1648000000005,421611.4380800089,57865.66656000168,21810.380800000286
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1024,1024,8,21473262336.0,107556812974.17007,109620232191.99622,494.64881941158984,22.30079172923077,435.93149723935596,0.0,15.262720718798262,11.150395864615387,10.003413859589498,34.031773397582256,27.952320000000462,5.267828518033588,0.0,0.717778578830383,1.275205615611405,0.3990192896251577,3.5936036127972546,0.0,0.0,0.09384630071599045,0.26875899498310113,0.4490195838472451,546321269.4782194,452680276.4645004,41844054.42559779,24806120.488960464,10438752.33791983,16508444.999681452,371078295.71587557,93471574.58943936,80758757.87247124,10066.329600000001,843222.8761600178,115731.33312000336,43620.76160000057
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1024,1024,16,30061622784.0,215113625948.34015,219240464383.99243,966.545629391748,37.167986215384616,862.0718358632897,0.0,25.43786786466377,22.300791729230774,19.567147719178998,37.05585923388123,30.562016000000387,5.575553474790277,0.0,0.7305971576607498,1.2785178379896285,0.4806862726379237,3.8163493641626087,0.0,0.0,0.1876926014319809,0.27223798996620496,0.4583591676945216,700103397.0459337,569686778.0174525,43315416.26879876,33119566.561278954,20877504.67583966,33016889.999362905,372102209.20834696,130077782.17984957,195898123.05677044,20132.659200000002,1686445.7523200356,231462.6662400067,87241.52320000115
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1920,128,1,13958446944.0,210229745325.35434,13939703808.000061,149.32210937670268,26.13374030769231,100.00781407255815,0.0,17.886000842341712,2.6133740307692315,2.6811801233412886,32.532766069137566,27.093824000000033,4.717227479480495,0.0,0.7065623223537936,1.1927882072160607,0.39766076091534525,3.1267785113490922,0.0,0.0,0.015152267303102625,0.26571487437288743,0.4408474479809076,434482426.24725896,378770968.63957304,34805383.16799954,17531855.17567993,1304844.0422400024,2063922.626560018,370182371.4099198,55689913.30304011,8483194.37013508,1625.2928,105402.8595199998,14466.416639999996,5452.595200000026
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1920,128,4,17179082112.0,840918981301.4174,55758815232.000244,509.1688480805888,52.26748061538462,401.2701891640788,0.0,35.772001684683424,10.453496123076926,9.405680493365155,33.03173168225929,27.298912000000005,4.960841323631637,0.0,0.7113692894151793,1.2735495044222942,0.39824298750526504,3.2890488317041116,0.0,0.0,0.0606090692124105,0.2670194974915514,0.4443497919236306,480604571.22952,407069587.85672283,39388708.86400027,20649397.45280016,5219376.16896001,8255690.506240072,370566338.969601,73448806.15423982,36081637.44904426,6501.1712,421611.4380799992,57865.66655999998,21810.380800000105
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1920,128,8,21473262336.0,1681837962602.8347,111517630464.00049,971.4004092634514,78.40122092307693,800.0625125804652,0.0,53.65800252702513,20.90699224615385,18.371680986730308,34.05914523528877,27.952319999999926,5.267828518033639,0.0,0.7177785788303559,1.2752056156113973,0.3990192896251577,3.5936036127970454,0.0,0.0,0.121218138424821,0.26875899498310307,0.44901958384725643,546324257.6347514,452680328.6081985,41844054.42560023,24806120.48896007,10438752.33792002,16511381.012480143,371078295.71583855,93471574.58944051,80758810.01619875,13002.3424,843222.8761599984,115731.33311999997,43620.76160000021
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1920,128,16,30061622784.0,3363675925205.6694,223035260928.00098,1895.6707866592278,130.66870153846153,1597.4544144432891,0.0,89.43000421170855,41.8139844923077,36.30368197346062,37.11060290930077,30.562016000000085,5.575553474790147,0.0,0.7305971576607189,1.2785178379896098,0.48068627263793395,3.8163493641625896,0.0,0.0,0.242436276849642,0.2722379899662053,0.4583591676945129,700108228.0943637,569685737.0402844,43315416.26879939,33119566.56127998,20877504.67584004,33022762.024960287,372102209.2083202,130077782.17983992,195897082.0796416,26004.6848,1686445.7523199967,231462.66623999993,87241.52320000042
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,2048,2048,1,15032516448.0,13980412293.190033,14515699712.001097,163.58894329656644,29.7343889723077,107.88604760147649,0.0,20.35029429173101,2.7875989661538467,2.8306134648973744,32.54107537700839,27.09382399999939,4.717227479480861,0.0,0.7065623223538122,1.1927882072160316,0.3976607609153296,3.126778511348957,0.0,0.0,0.023461575178997624,0.2657148743728823,0.4408474479808974,434483317.5811991,378770968.68398,34805383.16799274,17531855.175682575,1304844.0422399484,2064813.9161602226,370182371.40991694,55689913.30304169,8483194.41453392,2516.5824,105402.85951999931,14466.416640000858,5452.595200000417
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,2048,2048,4,21475360128.0,55921649172.76013,58062798848.00439,557.2546734916382,59.4687779446154,435.93149723935596,0.0,40.70058858346202,11.150395864615387,10.003413859589498,33.06496891376682,27.298911999999248,4.960841323631335,0.0,0.7113692894152098,1.2735495044222696,0.39824298750524584,3.2890488317043243,0.0,0.0,0.0938463007159905,0.2670194974915395,0.44434979192359525,480608134.2188709,407069585.6876866,39388708.864004396,20649397.452798735,5219376.168959794,8259255.66464089,370566338.9696094,73448806.1542471,36081635.28002137,10066.3296,421611.43807999726,57865.66656000343,21810.38080000167
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,2048,2048,8,30065818368.0,111843298345.52026,116125597696.00877,1054.1938251038157,89.20316691692308,862.0718358632897,0.0,61.05088287519305,22.300791729230774,19.567147719178998,34.12561969829699,27.95231999999901,5.26782851803363,0.0,0.717778578830328,1.2752056156113734,0.3990192896251577,3.5936036127969624,0.0,0.0,0.187692601431981,0.26875899498309364,0.4490195838472948,546331108.5247526,452680049.1814244,41844054.42560386,24806120.488960702,10438752.337919587,16518511.32928178,371078295.71589035,93471574.5894421,80758530.58935393,20132.6592,843222.8761599945,115731.33312000686,43620.76160000334
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,2048,2048,16,47246734848.0,223686596691.04053,232251195392.01755,2027.6577900812706,148.67194486153846,1693.9381748642577,0.0,101.75147145865508,44.60158345846155,38.69461543835799,37.243551835311,30.562015999998998,5.575553474790792,0.0,0.7305971576606878,1.2785178379896178,0.4806862726379492,3.816349364162786,0.0,0.0,0.375385202863962,0.2722379899662168,0.4583591676945329,700124921.916018,569688170.2282764,43315416.26879001,33119566.561280027,20877504.675839175,33037022.65856356,372102209.20837593,130077782.1798471,195899515.26761848,40265.3184,1686445.752319989,231462.66624001373,87241.52320000668
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,3840,256,1,15032516448.0,224712057313.88235,14990049279.99985,386.24402105347343,104.53496123076924,200.0156281451163,0.0,71.54400336936685,5.226748061538463,4.922680246682577,32.54791833644073,27.09382399999985,4.71722747948047,0.0,0.7065623223537878,1.1927882072160605,0.3976607609153428,3.126778511349102,0.0,0.0,0.030304534606205247,0.2657148743728877,0.4408474479809028,434484067.88085705,378770984.98038006,34805383.16799981,17531855.175679807,1304844.042239995,2065547.9193600141,370182371.40992284,55689913.303040445,8483210.71093559,3250.5855999999994,105402.85952000055,14466.416639999932,5452.5951999999825
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,3840,256,4,21475360128.0,898848229255.5294,59960197119.9994,1191.4991150136213,209.06992246153848,800.0625125804652,0.0,143.0880067387337,20.90699224615385,18.371680986730308,33.09234075147172,27.298912000000005,4.960841323631696,0.0,0.7113692894151862,1.273549504422288,0.39824298750526504,3.2890488317041116,0.0,0.0,0.12121813842482099,0.2670194974915504,0.44434979192362634,480611080.3052242,407069595.7612165,39388708.86400026,20649397.452799983,5219376.16895998,8262191.677440057,370566338.96959525,73448806.15424053,36081645.35354629,13002.342399999998,421611.4380800022,57865.66655999973,21810.38079999993
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,3840,256,8,30065818368.0,1797696458511.0588,119920394239.9988,2203.808974709466,313.60488369230774,1597.4544144432891,0.0,214.63201010810053,41.8139844923077,36.30368197346062,34.180363373713334,27.95231999999987,5.26782851803367,0.0,0.7177785788303515,1.2752056156113971,0.3990192896251577,3.5936036127970907,0.0,0.0,0.24243627684964197,0.2687589949831034,0.44901958384725055,546337169.0602039,452680237.6912371,41844054.42560055,24806120.48895981,10438752.33791996,16524383.354880113,371078295.7158353,93471574.58943994,80758719.09924945,26004.684799999995,843222.8761600044,115731.33311999946,43620.76159999986
LLAMA-7B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,3840,256,16,47246734848.0,3595392917022.1177,239840788479.9976,4222.736507920334,522.6748061538461,3186.5460319881167,0.0,357.7200168468342,83.6279689846154,72.16768394692123,37.35303918615084,30.562016000000135,5.575553474790215,0.0,0.730597157660709,1.2785178379896056,0.480686272637934,3.8163493641626145,0.0,0.0,0.48487255369928395,0.27223798996620585,0.4583591676945147,700138327.8783985,569689832.1395313,43315416.2688003,33119566.56127965,20877504.67583992,33048766.709760226,372102209.20832014,130077782.17983806,195901177.17889106,52009.36959999999,1686445.7523200088,231462.6662399989,87241.52319999972
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,128,1920,1,26843135800.0,1686122775.612298,26072780800.000538,14.96158599758533,0.2981000140390285,13.36245484144101,0.0,0.09936667134634285,0.41857487457756565,0.7830895961813843,43.695149056352804,33.8653727149547,8.933089419163856,0.0,0.883703628677707,2.2363323318825965,0.7455411483925363,5.951215938889034,0.0,0.0,0.012983293556085919,0.3322794912076454,0.5514241374701688,846367769.0400728,742813385.8507525,62729420.8,34238977.3653368,2548426.752000248,4029038.5920000994,722962448.3840789,103521867.09333822,19686245.498746596,1392.64,164691.9680000066,22603.77599999938,8519.68
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,128,1920,4,31875071200.0,6744491102.449192,104291123200.00215,55.15092006318858,0.596200028078057,51.78352246153845,0.0,0.1987333426926857,1.0889058461538463,1.4835583847255371,44.18030288188778,34.29665236060554,8.940502832341057,0.0,0.8912145147112448,2.2380790116523346,0.7464144882773974,5.956009332411922,0.0,0.0,0.051933174224343674,0.3343179648305413,0.5568965498806335,952113590.593296,815726754.7958983,69723750.4,40319145.301328674,10193707.008000992,16116154.368000397,723562397.6959211,136256771.4133296,91505589.2279202,5570.56,658767.8720000264,90415.10399999752,34078.72
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,128,1920,8,38584318400.0,13488982204.898384,208582246400.0043,109.35477344099179,0.8943000421170856,103.5670449230769,0.0,0.2981000140390285,2.1778116923076927,2.417516769451074,45.71780317799507,35.76232041688429,8.950387383243926,0.0,0.9012290294224522,2.2404079180121337,0.7475789414572626,5.962400523773521,0.0,0.0,0.10386634844868735,0.3370359296610999,0.564193099761316,1122881558.938183,942718119.6636162,79049523.2,48426035.88267191,20387414.016001984,32232308.736000795,724362330.1119456,179903310.50665283,217038253.8075861,11141.12,1317535.7440000528,180830.20799999504,68157.44
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,128,1920,16,52002812800.0,26977964409.79677,417164492800.0086,218.68790123163393,1.7886000842341712,207.66204419580413,0.0,0.596200028078057,4.355623384615385,4.285433538902148,77.89657939511054,67.54798040645977,9.219608232907138,0.0,0.9212580588448861,2.4945174785905304,0.7499078478169257,5.9751829064988184,0.0,0.0,0.2077326968973747,0.34247185932220464,0.5787861995226738,1422839801.1638896,1162672902.1347873,90151321.6,64639817.045343734,40774828.03200397,64464617.47200159,725962194.9440796,259646641.4933269,434075635.70271784,22282.24,2635071.4880001056,361660.4159999901,136314.88
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1024,1024,1,26843135800.0,26045274838.70968,26443366400.00011,123.81383690484776,9.291996553846154,103.5670449230769,0.0,6.359466966165942,2.1778116923076927,2.417516769451074,43.700682403451765,33.865560000000485,8.933089419164464,0.0,0.8837036286778154,2.236332331882679,0.745541148392536,5.951215938889424,0.0,0.0,0.01832935560859189,0.3322794912076424,0.5514241374701688,846564107.9218398,743009151.292447,62729420.8,34238977.36533011,2548426.7519998737,4029612.031999952,722962448.3839563,103521867.09333648,19882010.94046655,1966.08,164691.9680000041,22603.775999999663,8519.68
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1024,1024,4,31875071200.0,104181099354.83871,105773465600.00044,463.8809656733839,18.583993107692308,415.84552478632475,0.0,12.718933932331884,8.71124676923077,8.021267077804296,44.2018747694876,34.29683999999973,8.94050283234192,0.0,0.8912145147111971,2.2380790116524416,0.7464144882774024,5.956009332411574,0.0,0.0,0.07331742243436756,0.33431796483054305,0.5568965498806502,955247854.4296849,818858724.8724034,69723750.4,40319145.301336415,10193707.007999495,16118448.127999809,723562397.6960435,136256771.4133326,94637559.3043882,7864.32,658767.8720000164,90415.10399999865,34078.72
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1024,1024,8,38584318400.0,208362198709.67743,211546931200.0009,909.9401707534106,27.875989661538462,830.0703524993042,0.0,19.078400898497826,17.42249353846154,15.492934155608593,45.7607712575335,35.76251999999901,8.950387383242289,0.0,0.9012290294224384,2.2404079180121057,0.7475789414572452,5.962400523773721,0.0,0.0,0.14663484486873513,0.3370359296610976,0.5641930997613291,1135414206.176292,955246179.3816086,79049523.2,48426035.88267047,20387414.01599899,32236896.255999617,724362330.1120076,179903310.5066635,229566313.52568743,15728.64,1317535.7440000328,180830.2079999973,68157.44
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1024,1024,16,52002812800.0,416724397419.35486,423093862400.0018,1819.3307415068211,55.751979323076924,1660.1407049986085,0.0,38.15680179699565,34.84498707692308,30.43626831121718,77.98253598148492,67.54840000000098,9.219608232905887,0.0,0.9212580588448627,2.4945174785904336,0.749907847816939,5.975182906498728,0.0,0.0,0.29326968973747025,0.3424718593221963,0.5787861995226738,1447906410.9544976,1187730336.8851337,90151321.6,64639817.04533689,40774828.03199798,64473792.511999235,725962194.9439576,259646641.49332383,459133070.4531344,31457.28,2635071.4880000656,361660.4159999946,136314.88
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1920,128,1,26843135800.0,404575917354.3307,26813951999.99998,260.61494407257095,32.66717538461539,197.45492676923075,0.0,22.35750105292714,4.083396923076924,4.051943942720763,43.70602846550346,33.865559999999974,8.933089419164757,0.0,0.8837036286778049,2.2363323318826382,0.7455411483925313,5.951215938889552,0.0,0.0,0.02367541766109785,0.3322794912076369,0.5514241374701686,846564678.0026202,743009147.9332898,62729420.8,34238977.3653336,2548426.7520000166,4030185.4720000084,722962448.3840058,103521867.09333344,19882007.58128882,2539.52,164691.96800000037,22603.77599999996,8519.68
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1920,128,4,31875071200.0,1618303669417.3228,107255807999.99992,917.6947532613527,65.33435076923078,776.752836923077,0.0,44.71500210585428,16.333587692307695,14.558975770883054,44.223259017696805,34.296839999999925,8.940502832341192,0.0,0.8912145147112235,2.238079011652392,0.7464144882774102,5.956009332411362,0.0,0.0,0.0947016706443914,0.33431796483054904,0.5568965498806668,955248988.3443505,818857565.0270116,69723750.4,40319145.301333,10193707.008000067,16120741.888000034,723562397.6959943,136256771.41333306,94636399.45901354,10158.08,658767.8720000015,90415.10399999985,34078.72
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1920,128,8,38584318400.0,3236607338834.6455,214511615999.99985,1779.815230085163,98.00152615384616,1553.505673846154,0.0,67.07250315878143,32.66717538461539,28.568351541766106,45.803539753954304,35.762520000000016,8.950387383243179,0.0,0.9012290294224332,2.2404079180120697,0.7475789414572509,5.962400523773855,0.0,0.0,0.1894033412887828,0.3370359296610976,0.5641930997613357,1135418324.757981,955245710.4433227,79049523.2,48426035.88266694,20387414.016000133,32241483.776000068,724362330.1119972,179903310.50666595,229565844.58731842,20316.16,1317535.744000003,180830.2079999997,68157.44
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1920,128,16,52002812800.0,6473214677669.291,429023231999.9997,3553.273362324172,196.00305230769231,3101.2038498461543,0.0,134.14500631756286,65.33435076923078,56.58710308353221,78.06807297432874,67.54840000000013,9.219608232906177,0.0,0.9212580588448722,2.4945174785904762,0.7499078478169322,5.975182906498758,0.0,0.0,0.3788066825775656,0.3424718593221955,0.5787861995226738,1447914985.8183217,1187729736.7090042,90151321.6,64639817.04533401,40774828.032000266,64482967.552000135,725962194.9440058,259646641.4933331,459132470.276999,40632.32,2635071.488000006,361660.4159999994,136314.88
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,2048,2048,1,28521267000.0,26880017808.695652,27713945599.999355,278.9089551993701,37.167986215384616,207.66204419580413,0.0,25.43786786466377,4.355623384615385,4.285433538902148,43.719011759058,33.86555999999913,8.933089419163807,0.0,0.8837036286776878,2.236332331882589,0.7455411483925363,5.951215938889006,0.0,0.0,0.03665871121718377,0.33227949120764555,0.5514241374701688,846566086.8010361,743009164.0917517,62729420.8,34238977.36533772,2548426.7520002783,4031578.1120001394,722962448.3840952,103521867.09333466,19882023.73973417,3932.16,164691.9680000057,22603.775999999358,8519.68
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,2048,2048,4,38587596000.0,107520071234.78261,110855782399.99742,988.197488353471,74.33597243076923,830.0703524993042,0.0,50.87573572932754,17.42249353846154,15.492934155608593,44.27519219192792,34.29684000000116,8.940502832340973,0.0,0.8912145147112519,2.2380790116523253,0.746414488277397,5.956009332411846,0.0,0.0,0.14663484486873507,0.3343179648305453,0.5568965498806323,955255685.0638306,818858691.1864053,69723750.4,40319145.30132803,10193707.008001113,16126312.448000558,723562397.6959045,136256771.413329,94637525.61843838,15728.64,658767.8720000228,90415.10399999743,34078.72
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,2048,2048,8,52009368000.0,215040142469.56522,221711564799.99484,1913.2395226268936,111.50395864615385,1660.1407049986085,0.0,76.3136035939913,34.84498707692308,30.43626831121718,45.90740610239957,35.76252000000042,8.950387383244081,0.0,0.9012290294224532,2.240407918012136,0.7475789414572701,5.962400523773659,0.0,0.0,0.29326968973747014,0.3370359296611041,0.564193099761315,1135430405.2094486,955246649.7749207,79049523.2,48426035.88267094,20387414.016002227,32252624.896001115,724362330.1119571,179903310.50665554,229566783.91885036,31457.28,1317535.7440000456,180830.20799999486,68157.44
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,2048,2048,16,78852912000.0,430080284939.13043,443423129599.9897,3825.929445253788,223.0079172923077,3320.281409997217,0.0,152.6272071879826,69.68997415384617,60.32293662243436,78.2758056712268,67.5483999999975,9.219608232907241,0.0,0.9212580588448911,2.4945174785905375,0.7499078478169184,5.975182906498977,0.0,0.0,0.5865393794749403,0.34247185932220137,0.5787861995226738,1447938228.8333273,1187730697.4842422,90151321.6,64639817.04534423,40774828.03200445,64505249.79200223,725962194.9440964,259646641.493329,459133431.052161,62914.56,2635071.488000091,361660.4159999897,136314.88
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,3840,256,1,28521267000.0,426906130070.58826,28455116800.000114,624.196205943304,130.66870153846156,388.3764184615385,0.0,89.43000421170856,8.166793846153848,7.554287885441527,43.729703883164206,33.865560000000144,8.93308941916474,0.0,0.8837036286778079,2.236332331882627,0.745541148392534,5.951215938889577,0.0,0.0,0.04735083532219571,0.33227949120763783,0.5514241374701687,846567276.5202976,743009206.9309791,62729420.8,34238977.36533404,2548426.7520000315,4032724.9919999507,722962448.3840111,103521867.09333259,19882066.578974117,5079.04,164691.96799999897,22603.776000000085,8519.68
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,3840,256,4,38587596000.0,1707624520282.353,113820467200.00046,2054.9386122728756,261.3374030769231,1553.505673846154,0.0,178.86000842341713,32.66717538461539,28.568351541766106,44.31796068834191,34.296839999999904,8.940502832341155,0.0,0.8912145147112247,2.238079011652392,0.7464144882774126,5.95600933241135,0.0,0.0,0.18940334128878283,0.33431796483055093,0.5568965498806744,955260766.0655541,818859184.6682063,69723750.4,40319145.301332414,10193707.008000126,16130899.967999803,723562397.695989,136256771.41333547,94638019.10021019,20316.16,658767.8719999959,90415.10400000034,34078.72
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,3840,256,8,52009368000.0,3415249040564.706,227640934400.00092,3883.4214209494266,392.00610461538463,3101.2038498461543,0.0,268.2900126351257,65.33435076923078,56.58710308353221,45.99294309524284,35.762520000000016,8.950387383243374,0.0,0.9012290294224442,2.2404079180120817,0.7475789414572476,5.962400523773912,0.0,0.0,0.37880668257756567,0.3370359296610976,0.5641930997613357,1135438078.4526675,955245147.9780035,79049523.2,48426035.88266594,20387414.016000252,32261799.935999606,724362330.1120034,179903310.50666794,229565282.121989,40632.32,1317535.7439999918,180830.20800000068,68157.44
LLAMA-13B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,3840,256,16,78852912000.0,6830498081129.412,455281868800.00183,7764.841367437315,784.0122092307693,6200.95582523077,0.0,536.5800252702514,130.66870153846156,112.6246061670644,78.44687965690764,67.5483999999998,9.219608232905973,0.0,0.9212580588448693,2.494517478590489,0.749907847816929,5.9751829064987065,0.0,0.0,0.7576133651551313,0.3424718593221964,0.5787861995226738,1447955337.203347,1187729455.7740176,90151321.6,64639817.04533261,40774828.032000504,64523599.87199921,725962194.9440107,259646641.49333236,459132189.34201723,81264.64,2635071.4879999836,361660.41600000137,136314.88
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,128,1920,1,134215761600.0,8618496949.828035,131751280640.00632,84.40158040134966,0.596200028078057,80.81876072415027,0.0,0.1987333426926857,0.9415195986482099,1.8463667077804296,116.44743500878371,67.86889100573424,46.76658585190833,0.0,1.7704116117689706,11.528409939631882,3.9756372315036206,31.262538680773293,0.0,0.0,0.04154653937947493,0.6653743718644473,1.1050372399045945,4360499720.7018585,3818046087.4055543,333477576.7039794,175277727.19786754,13047201.791999867,20623864.62720071,3701183768.166509,542349581.7898607,116335304.94148155,4456.448,527014.2975999999,72332.08320000414,27262.97600000197
