model,dtype,xpu,cap,bw,sys_opb,pim_num,pim_core_num,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,128,1920,4,150315989760.0,34473987799.31214,527005122560.02527,290.73591052062284,1.7886000842341714,280.7787448694966,0.0,0.596200028078057,3.484498707692308,4.087866831121718,137.28751908503466,87.34284564877629,47.98404083165886,0.0,1.7944464470758492,12.727214488277701,3.978548364453067,31.27827797892868,0.0,0.0,0.16618615751789972,0.6718974874577278,1.122548959618227,4993850354.298668,4283975735.6564507,368750624.7680684,206330676.29227576,52188807.16799947,82495458.50880285,3703103605.964223,709458412.6122484,578764072.501726,17825.792,2108057.1903999997,289328.33280001656,109051.90400000788
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,128,1920,8,171782960640.0,68947975598.62428,1054010245120.0505,579.577687670475,2.981000140390285,561.5574897389932,0.0,0.9936667134634284,6.968997415384616,7.0765336622434365,226.45338662684063,174.68610818134272,49.60841323631546,0.0,1.8264928941517424,12.735495044222699,3.9824298750524645,32.890488317043086,0.0,0.0,0.33237231503579945,0.68059497491554,1.1458979192363303,5778621532.5241585,4867413200.304528,393887088.6400365,247734608.4181469,104377614.33599894,164990917.0176057,3705663389.6961665,910375920.1620404,1157533696.2280483,35651.584,4216114.380799999,578656.6656000331,218103.80800001576
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,128,1920,16,214716902400.0,137895951197.24857,2108020490240.101,1137.8903913329825,5.96200028078057,1102.9491954700188,0.0,1.9873334269268568,13.937994830769233,13.053867324486873,404.6054409243852,349.3718253256948,52.678285180335706,0.0,1.8905857883036308,12.752056156113754,3.9901928962515774,35.93603612796987,0.0,0.0,0.6647446300715989,0.6979899498310491,1.1925958384724593,7322429969.324159,6034273682.0765705,418440544.2560245,330542472.66984695,208755228.67199787,329981834.0352114,3710782957.1589136,1286491463.133879,2315058496.1559405,71303.168,8432228.761599999,1157313.3312000663,436207.6160000315
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1024,1024,1,134215761600.0,131710493608.91495,132937154559.99567,606.9059478566455,18.58399310769231,561.5574897389932,0.0,12.718933932331884,6.968997415384616,7.0765336622434365,116.46493140162455,67.86928000000118,46.76658585190869,0.0,1.7704116117689965,11.528409939631969,3.975637231503617,31.262538680771744,0.0,0.0,0.05865393794749403,0.6653743718644485,1.1050372399045658,4363633603.862596,3821178135.5576406,333477576.70397615,175277727.19788158,13047201.79199962,20625699.635201804,3701183768.1664324,542349581.7898755,119467353.09355941,6291.456000000001,527014.2976000112,72332.0832000021,27262.97600000036
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1024,1024,4,150315989760.0,526841974435.6598,531748618239.98267,2344.6025988488313,55.751979323076924,2197.8092934182464,0.0,38.15680179699565,27.875989661538465,25.008534648973747,137.3563030305308,87.34320000000136,47.9840408316612,0.0,1.7944464470759576,12.727214488277308,3.9785483644531987,31.27827797893029,0.0,0.0,0.23461575178997612,0.6718974874577528,1.1225489596181129,5027266206.831817,4317384248.158579,368750624.7680222,206330676.29225862,52188807.16799848,82502798.54080722,3703103605.964637,709458412.6123016,612172585.0037587,25165.824000000004,2108057.190400045,289328.3328000084,109051.90400000144
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1024,1024,8,171782960640.0,1053683948871.3196,1063497236479.9653,4571.543663137595,92.91996553846153,4310.359179316449,0.0,63.59466966165942,55.75197932307693,48.9178692979475,226.5913376340201,174.68720000000098,49.608413236319386,0.0,1.8264928941518745,12.73549504422272,3.9824298750525435,32.89048831704177,0.0,0.0,0.46923150357995225,0.6805949749155125,1.145897919236304,5845453315.302853,4934230303.019394,393887088.6399899,247734608.41812798,104377614.33599696,165005597.08161443,3705663389.6962795,910375920.1620715,1224350798.9420238,50331.64800000001,4216114.38080009,578656.6656000168,218103.80800000287
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1024,1024,16,214716902400.0,2107367897742.6392,2126994472959.9307,8990.960641963578,185.83993107692305,8469.69087432129,0.0,127.18933932331883,111.50395864615386,96.73653859589498,404.8809339757955,349.37360000000507,52.67828518033588,0.0,1.8905857883035384,12.752056156114051,3.9901928962515774,35.93603612797255,0.0,0.0,0.9384630071599045,0.6979899498310421,1.192595838472583,7456090786.997553,6167905139.620723,418440544.25597787,330542472.6698497,208755228.6719939,330011194.16322887,3710782957.1587553,1286491463.1337504,2448689953.7002745,100663.29600000002,8432228.76160018,1157313.3312000337,436207.61600000574
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1920,128,1,134215761600.0,2025125562255.1182,134123028480.00055,1133.1240419969795,65.33435076923078,997.7011183513417,0.0,44.71500210585428,13.066870153846155,12.306700616706443,116.48203880019068,67.86928000000017,46.76658585190688,0.0,1.7704116117689794,11.528409939632171,3.975637231503573,31.262538680771,0.0,0.0,0.07576133651551313,0.6653743718644369,1.1050372399045307,4363635820.777371,3821178517.464272,333477576.70399874,175277727.1978666,13047201.791999977,20627534.643199917,3701183768.166386,542349581.7898681,119467735.00028169,8126.464,527014.297599999,72332.08319999998,27262.97600000013
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1920,128,4,150315989760.0,8100502249020.473,536492113920.0022,4419.149215112831,196.00305230769231,3990.804473405367,0.0,134.14500631756286,52.26748061538462,45.92920246682577,137.42473262479942,87.34319999999992,47.98404083166123,0.0,1.7944464470758896,12.727214488277397,3.9785483644531867,31.27827797893072,0.0,0.0,0.3030453460620525,0.6718974874577577,1.122548959618141,5027277010.52282,4317387711.817705,368750624.7680034,206330676.29226783,52188807.16799991,82510138.57279967,3703103605.96478,709458412.6122693,612176048.6625441,32505.856,2108057.190399996,289328.3327999999,109051.90400000052
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1920,128,8,171782960640.0,16201004498040.945,1072984227840.0044,8727.149877350581,326.6717538461538,7981.608946810734,0.0,223.57501052927137,104.53496123076924,90.75920493365156,226.72819682259478,174.68720000000053,49.60841323631637,0.0,1.8264928941517973,12.735495044222942,3.98242987505265,32.89048831704112,0.0,0.0,0.606090692124105,0.6805949749155132,1.1458979192362821,5845471435.481883,4934233743.134147,393887088.64000267,247734608.41813326,104377614.33599982,165020277.14559934,3705663389.6960096,910375920.1621368,1224354239.0573716,65011.712,4216114.380799992,578656.6655999998,218103.80800000104
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,1920,128,16,214716902400.0,32402008996081.89,2145968455680.0088,17411.38657020885,653.3435076923076,15921.403909129162,0.0,447.15002105854273,209.06992246153848,180.4192098673031,405.1546523528873,349.37359999999904,52.67828518033639,0.0,1.8905857883035881,12.752056156113973,3.9901928962515774,35.93603612797045,0.0,0.0,1.21218138424821,0.6979899498310244,1.1925958384725532,7456120088.8625965,6167905081.357544,418440544.25600225,330542472.66986954,208755228.67199963,330040554.2911987,3710782957.1583858,1286491463.1338673,2448689895.437578,130023.424,8432228.761599984,1157313.3311999997,436207.6160000021
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,2048,2048,1,139585126080.0,134358043553.45383,137003008000.00949,1255.152765785372,74.33597243076925,1102.9491954700188,0.0,50.87573572932754,13.937994830769233,13.053867324486873,116.52358533956729,67.86928000000238,46.76658585190659,0.0,1.7704116117689686,11.528409939631874,3.9756372315036215,31.262538680773485,0.0,0.0,0.11730787589498813,0.6653743718644388,1.1050372399045962,4363639877.579824,3821178117.819576,333477576.7039796,175277727.19786584,13047201.791999998,20631991.091200616,3701183768.166493,542349581.7898597,119467335.35552256,12582.912,527014.2975999966,72332.08320000429,27262.976000002087
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,2048,2048,4,171793447680.0,537432174213.8153,548012032000.03796,4790.664152417763,223.0079172923077,4310.359179316449,0.0,152.6272071879826,55.75197932307693,48.9178692979475,137.5909187823218,87.34320000000028,47.98404083165789,0.0,1.7944464470758201,12.727214488277816,3.9785483644530486,31.278277978928486,0.0,0.0,0.4692315035799525,0.6718974874577341,1.122548959618237,5027291265.372147,4317384140.87385,368750624.76805246,206330676.29227513,52188807.16799999,82527964.36480246,3703103605.9641933,709458412.6122541,612172477.7191103,50331.648,2108057.190399986,289328.33280001715,109051.90400000835
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,2048,2048,8,214737876480.0,1074864348427.6306,1096024064000.0759,9303.98991236382,371.6798621538461,8469.69087432129,0.0,254.37867864663767,111.50395864615386,96.73653859589498,227.06056913762635,174.68719999999726,49.608413236313346,0.0,1.8264928941517196,12.735495044222695,3.9824298750524583,32.89048831704325,0.0,0.0,0.938463007159905,0.680594974915542,1.145897919236332,5845497679.948677,4934224336.016783,393887088.640044,247734608.4181504,104377614.33599998,165055928.72960493,3705663389.6960936,910375920.1620497,1224344831.940419,100663.296,4216114.380799972,578656.6656000343,218103.8080000167
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,2048,2048,16,300626734080.0,2149728696855.2612,2192048128000.1519,18606.88062472764,743.3597243076922,16939.38174864258,0.0,508.75735729327533,223.00791729230772,192.37387719178992,405.8193969829498,349.3736000000059,52.67828518033631,0.0,1.8905857883036492,12.752056156113733,3.9901928962515774,35.93603612796962,0.0,0.0,1.87692601431981,0.6979899498310497,1.1925958384724502,7456194181.479171,6167907870.807362,418440544.25603855,330542472.6698467,208755228.67199996,330111857.45920986,3710782957.158903,1286491463.1338902,2448692684.8871884,201326.592,8432228.761599945,1157313.3312000686,436207.6160000334
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,3840,256,1,139585126080.0,2093717605195.2942,139374755839.99875,2485.247589744129,261.3374030769231,1995.4022367026835,0.0,178.86000842341713,26.13374030769231,23.514201233412887,116.55780013670793,67.86927999999973,46.766585851907095,0.0,1.770411611768973,11.528409939632157,3.975637231503592,31.262538680771307,0.0,0.0,0.1515226730310262,0.6653743718644373,1.1050372399045423,4363643647.756443,3821178217.9793844,333477576.7040059,175277727.19786668,13047201.791999944,20635661.107200168,3701183768.1663375,542349581.789867,119467435.51546228,16252.927999999998,527014.2976000027,72332.08319999966,27262.97599999991
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,3840,256,4,171793447680.0,8374870420781.177,557499023359.995,9497.495347476175,784.0122092307693,7981.608946810734,0.0,536.5800252702514,104.53496123076924,90.75920493365156,137.72777797086007,87.3432000000001,47.984040831661204,0.0,1.7944464470758785,12.727214488277346,3.9785483644531876,31.278277978930852,0.0,0.0,0.6060906921241048,0.6718974874577585,1.1225489596181264,5027307382.32712,4317385577.766084,368750624.76799446,206330676.29226995,52188807.167999774,82542644.42880067,3703103605.964832,709458412.6122675,612173914.6108687,65011.71199999999,2108057.190400011,289328.33279999864,109051.90399999965
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,3840,256,8,214737876480.0,16749740841562.354,1114998046719.99,18511.8800989597,1306.6870153846153,15921.403909129162,0.0,894.3000421170855,209.06992246153848,180.4192098673031,227.3342875147204,174.6872000000008,49.608413236316956,0.0,1.8264928941517724,12.735495044222878,3.98242987505265,32.89048831704112,0.0,0.0,1.2121813842482096,0.6805949749155146,1.1458979192362866,5845528230.299575,4934225526.239591,393887088.64000255,247734608.41813305,104377614.33599955,165085288.85760134,3705663389.6959524,910375920.162147,1224346022.162914,130023.42399999998,4216114.380800022,578656.6655999973,218103.8079999993
LLAMA-65B,W16A16,GPU,80,0.2,93.07875894988067,1,2,DIGPIM,1,True,True,False,0,3840,256,16,300626734080.0,33499481683124.707,2229996093439.98,36966.37068179067,2613.3740307692306,31786.51750212959,0.0,1788.600084234171,418.13984492307696,359.7392197346061,406.36683373713925,349.3735999999995,52.6782851803367,0.0,1.8905857883036115,12.75205615611397,3.9901928962515774,35.93603612797091,0.0,0.0,2.4243627684964193,0.6979899498310234,1.19259583847257,7456243100.390493,6167898069.461408,418440544.25600547,330542472.6698666,208755228.6719991,330170577.7152027,3710782957.1583524,1286491463.1338673,2448682883.5415144,260046.84799999997,8432228.761600044,1157313.3311999945,436207.6159999986
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,128,1920,1,134215761600.0,8618496949.828035,131751280640.00632,84.40158040134966,0.596200028078057,80.81876072415027,0.0,0.1987333426926857,0.9415195986482099,1.8463667077804296,21.502625389139606,0.18570034805627966,19.525467092957914,0.00027306666666665193,1.7704116117689706,11.375974339030599,3.924825364636393,4.224667389293453,0.0,0.00027306666666665193,0.020773269689737466,0.6653743718644473,1.1050372399045945,4257151299.3264427,3714414969.940767,333477576.7039794,175277727.19786754,13047201.791999867,20852034.764800686,3701183768.166509,542349581.7898607,12704187.476681972,232626.58559999996,527014.2975999999,72332.08320000414,81788.92799999975
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,128,1920,4,150315989760.0,34473987799.31214,527005122560.02527,290.73591052062284,1.7886000842341714,280.7787448694966,0.0,0.596200028078057,3.484498707692308,4.087866831121718,30.54502034466191,0.7880661668369,27.87832238532152,0.0010922666666666077,1.7944464470758492,12.08405395148985,3.7641615188573305,12.03010691497334,0.0,0.0010922666666666077,0.08309307875894986,0.6718974874577278,1.122548959618227,4466964610.046181,3755959207.0454044,368750624.7680684,206330676.29227576,52188807.16799947,83408139.05920275,3703103605.964223,709458412.6122484,50747543.89072792,930506.3423999998,2108057.1903999997,289328.33280001656,327155.711999999
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,128,1920,8,171782960640.0,68947975598.62428,1054010245120.0505,579.577687670475,2.981000140390285,561.5574897389932,0.0,0.9936667134634284,6.968997415384616,7.0765336622434365,36.84658324265526,1.5930065740073,33.2587130836451,0.0021845333333332154,1.8264928941517424,11.43671603540161,3.5495035387788674,18.272493509469328,0.0,0.0021845333333332154,0.16618615751789972,0.68059497491554,1.1458979192363303,4724821424.122531,3811351523.1863484,393887088.6400365,247734608.4181469,104377614.33599894,166816278.1184055,3705663389.6961665,910375920.1620404,101472019.10945585,1861012.6847999997,4216114.380799999,578656.6656000331,654311.423999998
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,128,1920,16,214716902400.0,137895951197.24857,2108020490240.101,1137.8903913329825,5.96200028078057,1102.9491954700188,0.0,1.9873334269268568,13.937994830769233,13.053867324486873,44.36105125573918,3.2036349893903133,38.93008909633961,0.004369066666666431,1.8905857883036308,10.141488263393168,3.120003598677966,25.66859723426536,0.0,0.004369066666666431,0.33237231503579945,0.6979899498310491,1.1925958384724593,5214815580.149165,3922136155.4674926,418440544.2560245,330542472.66984695,208755228.67199787,333632556.236811,3710782957.1589136,1286491463.133879,202920969.5469116,3722025.3695999994,8432228.761599999,1157313.3312000663,1308622.847999996
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,1024,1024,1,134215761600.0,131710493608.91495,132937154559.99567,606.9059478566455,18.58399310769231,561.5574897389932,0.0,12.718933932331884,6.968997415384616,7.0765336622434365,21.50393582911206,0.26101480688171996,19.44290937482182,0.00027306666666667806,1.7704116117689965,11.314056050426371,3.904185935101646,4.224667389293616,0.0,0.00027306666666667806,0.029326968973747015,0.6653743718644485,1.1050372399045658,4262427220.9468584,3719595104.1426764,333477576.70397615,175277727.19788158,13047201.79199962,20947822.18240184,3701183768.1664324,542349581.7898755,17884321.678593297,328414.0032,527014.2976000112,72332.0832000021,81788.92800000105
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,1024,1024,4,150315989760.0,526841974435.6598,531748618239.98267,2344.6025988488313,55.751979323076924,2197.8092934182464,0.0,38.15680179699565,27.875989661538465,25.008534648973747,30.55059176433076,1.1104222286608028,27.52732294603179,0.0010922666666667122,1.7944464470759576,11.82080437202332,3.6764116590351583,12.030106914973564,0.0,0.0010922666666667122,0.11730787589498806,0.6718974874577528,1.1225489596181129,4488068296.523258,3776679743.8533397,368750624.7680222,206330676.29225862,52188807.16799848,83791288.72960736,3703103605.964637,709458412.6123016,71468080.69837323,1313656.0128,2108057.190400045,289328.3328000084,327155.7120000042
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,1024,1024,8,171782960640.0,1053683948871.3196,1063497236479.9653,4571.543663137595,92.91996553846153,4310.359179316449,0.0,63.59466966165942,55.75197932307693,48.9178692979475,36.85772931686743,2.2379257288758625,32.55651040871447,0.0021845333333334245,1.8264928941518745,10.910064029200118,3.373952870045042,18.272493509468525,0.0,0.0021845333333334245,0.23461575178997612,0.6805949749155125,1.145897919236304,4767028797.079081,3852792596.8018947,393887088.6399899,247734608.41812798,104377614.33599696,167582577.45921472,3705663389.6962795,910375920.1620715,142913092.7247464,2627312.0256,4216114.38080009,578656.6656000168,654311.4240000084
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,1024,1024,16,214716902400.0,2107367897742.6392,2126994472959.9307,8990.960641963578,185.83993107692305,8469.69087432129,0.0,127.18933932331883,111.50395864615386,96.73653859589498,44.38332365952826,4.492209643792753,37.52692765718396,0.004369066666666849,1.8905857883035384,9.089117184030231,2.769213238890322,25.668597234264706,0.0,0.004369066666666849,0.46923150357995225,0.6979899498310421,1.192595838472583,5299230326.06238,4005018302.697755,418440544.25597787,330542472.6698497,208755228.6719939,335165154.91842943,3710782957.1587553,1286491463.1337504,285803116.7774928,5254624.0512,8432228.76160018,1157313.3312000337,1308622.8480000168
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,1920,128,1,134215761600.0,2025125562255.1182,134123028480.00055,1133.1240419969795,65.33435076923078,997.7011183513417,0.0,44.71500210585428,13.066870153846155,12.306700616706443,21.505532003942253,0.3546162966929132,19.342350360555983,0.00027306666666666586,1.7704116117689794,11.23863678972719,3.8790461815352497,4.224667389293404,0.0,0.00027306666666666586,0.037880668257756565,0.6653743718644369,1.1050372399045307,4267701834.1125364,3724773929.8906546,333477576.70399874,175277727.1978666,13047201.791999977,21043609.59999992,3701183768.166386,542349581.7898681,23063147.426662803,424201.4208000001,527014.297599999,72332.08319999998,81788.92799999996
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,1920,128,4,150315989760.0,8100502249020.473,536492113920.0022,4419.149215112831,196.00305230769231,3990.804473405367,0.0,134.14500631756286,52.26748061538462,45.92920246682577,30.55594787511209,1.4189985215748033,27.189887966763678,0.0010922666666666634,1.7944464470758896,11.567728137572324,3.59205291421815,12.030106914973327,0.0,0.0010922666666666634,0.15152267303102626,0.6718974874577577,1.122548959618141,4509166749.186142,3797395046.8458104,368750624.7680034,206330676.29226783,52188807.16799991,84174438.39999968,3703103605.96478,709458412.6122693,92183383.69065134,1696805.6832000003,2108057.190399996,289328.3327999999,327155.7119999998
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,1920,128,8,171782960640.0,16201004498040.945,1072984227840.0044,8727.149877350581,326.6717538461538,7981.608946810734,0.0,223.57501052927137,104.53496123076924,90.75920493365156,36.86849429324408,2.858454622992129,31.878316896705098,0.002184533333333327,1.8264928941517973,10.401418895194658,3.204404492043218,18.272493509467377,0.0,0.002184533333333327,0.3030453460620525,0.6805949749155132,1.1458979192362821,4809225702.404193,3894223202.7860894,393887088.64000267,247734608.41813326,104377614.33599982,168348876.79999936,3705663389.6960096,910375920.1621368,184343698.70930243,3393611.3664000006,4216114.380799992,578656.6655999998,654311.4239999996
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,1920,128,16,214716902400.0,32402008996081.89,2145968455680.0088,17411.38657020885,653.3435076923076,15921.403909129162,0.0,447.15002105854273,209.06992246153848,180.4192098673031,44.40475484319247,5.726946209763771,36.1767630863346,0.004369066666666654,1.8905857883035881,8.076493755892082,2.431672096177609,25.66859723426477,0.0,0.004369066666666654,0.606090692124105,0.6979899498310244,1.1925958384725532,5383624136.712427,4087879514.666601,418440544.25600225,330542472.66986954,208755228.67199963,336697753.5999987,3710782957.1583858,1286491463.1338673,368664328.74660486,6787222.732800001,8432228.761599984,1157313.3311999997,1308622.8479999993
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,256,3840,1,139585126080.0,8638845923.459232,134631260159.98625,150.54960332272879,1.5898667415414856,143.82902044100953,0.0,0.7949333707707428,1.742249353846154,2.593533415560859,21.50602794417189,0.38269060048971115,19.311106125866274,0.0002730666666666334,1.7704116117686621,11.215203613713124,3.871235122863894,4.224667389293736,0.0,0.0002730666666666334,0.04154653937947495,0.6653743718643805,1.1050372399046107,4269963934.45249,3726994978.4818873,333477576.7040874,175277727.1978409,13047201.792002102,21084661.35039113,3701183768.167158,542349581.7897004,25284196.01717987,465253.1712,527014.2976000041,72332.08320000088,81788.92799999607
LLAMA-65B,W16A16,GPU,112,6.4,93.07875894988067,1,2,BA,1,True,True,False,0,256,3840,4,171793447680.0,34555383693.83693,538525040639.945,582.757421153558,4.769600224624456,561.5574897389932,0.0,2.384800112312228,6.968997415384616,7.0765336622434365,30.558627937253902,1.5758590137848405,27.021044052205617,0.0010922666666665335,1.7944464470756156,11.441095201651526,3.549841935577894,12.030106914973803,0.0,0.0010922666666665335,0.1661861575178998,0.6718974874577697,1.1225489596180733,4518215150.549819,3806279241.2081294,368750624.7679386,206330676.29229683,52188807.16800841,84338645.40156452,3703103605.9647665,709458412.612369,101067578.05271946,1861012.6848,2108057.1904000165,289328.3328000035,327155.7119999843
